ENTITY_NAME*|*ENTITY_NUM*|*INITIAL_FILING_DATE*|*JURISDICTION*|*ENTITY_STATUS*|*STANDING_SOS*|*ENTITY_TYPE*|*FILING_TYPE*|*FOREIGN_NAME*|*STANDING_FTB*|*STANDING_VCFCF*|*STANDING_AGENT*|*SUSPENSION_DATE*|*LAST_SI_FILE_NUMBER*|*LAST_SI_FILE_DATE*|*PRINCIPAL_ADDRESS*|*PRINCIPAL_ADDRESS2*|*PRINCIPAL_CITY*|*PRINCIPAL_STATE*|*PRINCIPAL_COUNTRY*|*PRINCIPAL_POSTAL_CODE*|*MAILING_ADDRESS*|*MAILING_ADDRESS2*|*MAILING_ADDRESS3*|*MAILING_CITY*|*MAILING_STATE*|*MAILING_COUNTRY*|*MAILING_POSTAL_CODE*|*PRINCIPAL_ADDRESS_IN_CA*|*PRINCIPAL_ADDRESS2_IN_CA*|*PRINCIPAL_CITY_IN_CA*|*PRINCIPAL_STATE_IN_CA*|*PRINCIPAL_COUNTRY_IN_CA*|*PRINCIPAL_POSTAL_CODE_IN_CA*|*LLC_MANAGEMENT_STRUCTURE*|*TYPE_OF_BUSINESS
ProWeld Supply LLC*|*B20250188984*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*7203 MIMOSA DRIVE*|**|*CARLSBAD*|*CA*|*United States*|*92011*|*7203 MIMOSA DRIVE*|**|**|*CARLSBAD*|*CA*|*United States*|*92011*|**|**|**|**|**|**|*More Than One Manager*|*
Proximis Group LLC*|*B20250187621*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*34428 YUCAIPA BLVD*|*SUITE E172*|*YUCAIPA*|*CA*|*United States*|*92399*|*34428 YUCAIPA BLVD*|*SUITE E172*|**|*YUCAIPA*|*CA*|*United States*|*92399*|**|**|**|**|**|**|*All LLC Member(s)*|*
PS2Pride, LLC*|*B20250189126*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*5 HOLLAND*|*#102*|*IRVINE*|*CA*|*United States*|*92618*|*5 HOLLAND*|*#102*|**|*IRVINE*|*CA*|*United States*|*92618*|**|**|**|**|**|**|*One Manager*|*
Pu Gong Ying Inc*|*B20250187479*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251406286*|*Jul  2 2025  3:51PM*|*523 SCUDERO CIRCLE*|**|*PITTSBURG*|*CA*|*United States*|*94565*|*523 SCUDERO CIRCLE*|**|**|*PITTSBURG*|*CA*|*United States*|*94565*|**|**|**|**|**|**|**|*Consulting
Pucker Punch Lemonade LLC*|*B20250190249*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*505 SHASTA ST*|**|*TAFT*|*CA*|*United States*|*93268*|*505 SHASTA ST*|**|**|*TAFT*|*CA*|*United States*|*93268*|**|**|**|**|**|**|*One Manager*|*
PulsePoint Innovations Inc.*|*B20250192034*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251414219*|*Jul  3 2025  7:51PM*|*19295 E. WALNUT DRIVE #108*|**|*CITY OF INDUSTRY*|*CA*|*United States*|*91748*|*19295 E. WALNUT DRIVE #108*|**|**|*CITY OF INDUSTRY*|*CA*|*United States*|*91748*|**|**|**|**|**|**|**|*ANY LAWFUL PURPOSE
Punch Packs LLC*|*B20250186986*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*18430 ROSLIN AVE*|**|*TORRANCE*|*CA*|*United States*|*90504-4622*|*18430 ROSLIN AVE*|**|**|*TORRANCE*|*CA*|*United States*|*90504-4622*|**|**|**|**|**|**|*All LLC Member(s)*|*
PUNCHZERO INC*|*B20250190599*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*15506 MOORPARK ST APT 113*|**|*ENCINO*|*CA*|*United States*|*91436*|*15506 MOORPARK ST APT 113*|**|**|*ENCINO*|*CA*|*United States*|*91436*|**|**|**|**|**|**|**|*
Pups N Things LLC*|*B20250187570*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*3849 POTOMAC AVE*|*4*|*LOS ANGELES*|*CA*|*United States*|*90008*|*3849 POTOMAC AVE*|*4*|**|*LOS ANGELES*|*CA*|*United States*|*90008*|**|**|**|**|**|**|*One Manager*|*
Pure Truth Energy LLC*|*B20250187737*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*310 N HOPKINS ST*|**|*SAYRE*|*PA*|*United States*|*18840*|*310 N HOPKINS ST*|**|**|*SAYRE*|*PA*|*United States*|*18840*|**|**|**|**|**|**|*All LLC Member(s)*|*
Purely Me Llc*|*B20250189918*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*25429 NARBONNE AVE*|**|*LOMITA*|*CA*|*United States*|*90717*|*445 N AVALON BLVD*|**|**|*WILMINGTON*|*CA*|*United States*|*90744*|**|**|**|**|**|**|*One Manager*|*
PurePing Trading LLC*|*B20250188060*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251402041*|*Jul  2 2025 10:43AM*|*908 S MARGUERITA AVE APT 6*|**|*ALHAMBRA*|*CA*|*United States*|*91803*|*908 S MARGUERITA AVE APT 6*|**|**|*ALHAMBRA*|*CA*|*United States*|*91803*|**|**|**|**|**|**|*One Manager*|*Wholesale
Purpose Driven LLC*|*B20250187983*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*7552 PLEASANTS VALLEY ROAD*|**|*VACAVILLE*|*CA*|*United States*|*95688*|*7552 PLEASANTS VALLEY ROAD*|**|**|*VACAVILLE*|*CA*|*United States*|*95688*|**|**|**|**|**|**|*One Manager*|*
pursuit of excellence LLC*|*B20250190282*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2145 E TAHQUITZ CANYON WAY*|**|*PALM SPRINGS*|*CA*|*United States*|*92262*|*2145 E TAHQUITZ CANYON WAY*|**|**|*PALM SPRINGS*|*CA*|*United States*|*92262*|**|**|**|**|**|**|*One Manager*|*
PUSH Solutions, LLC*|*B20250186129*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*845 20TH STREET*|*APT 104*|*SANTA MONICA*|*CA*|*United States*|*90403*|*845 20TH STREET*|*APT 104*|**|*SANTA MONICA*|*CA*|*United States*|*90403*|**|**|**|**|**|**|*One Manager*|*
PVPickleball, Inc.*|*B20250186149*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Nonprofit Corporation - CA - Mutual Benefit*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251389029*|*Jun 30 2025  4:46PM*|*333 RAMONA RD*|**|*PORTOLA VALLEY*|*CA*|*United States*|*94028*|*333 RAMONA ROAD*|**|**|*PORTOLA VALLEY*|*CA*|*United States*|*94028*|**|**|**|**|**|**|**|*
Pyra Crest*|*B20250191892*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1618 GRISMER AVE APT 108*|**|*BURBANK*|*CA*|*United States*|*91504*|*1618 GRISMER AVE APT 108*|**|**|*BURBANK*|*CA*|*United States*|*91504*|**|**|**|**|**|**|**|*
Q Dripz LLC*|*B20250189247*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251407124*|*Jul  2 2025  5:31PM*|*550 WEST RANCHO VISTA BOULEVARD*|**|*PALMDALE*|*CA*|*United States*|*93551*|*550 WEST RANCHO VISTA BOULEVARD*|**|**|*PALMDALE*|*CA*|*United States*|*93551*|**|**|**|**|**|**|*All LLC Member(s)*|*retail
Q One House, LLC*|*B20250188997*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*5716 CORSA AVE*|*STE 110*|*WESTLAKE VILLAGE*|*CA*|*United States*|*91362-7354*|*5716 CORSA AVE*|*STE 110*|**|*WESTLAKE VILLAGE*|*CA*|*United States*|*91362-7354*|**|**|**|**|**|**|*One Manager*|*
QAYYUM LLC*|*B20250190318*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*3100 IMPERIAL HWY*|**|*LYNWOOD*|*CA*|*United States*|*90262*|*3100 IMPERIAL HWY*|**|**|*LYNWOOD*|*CA*|*United States*|*90262*|**|**|**|**|**|**|*One Manager*|*
QIANG SHENG TRADING INC*|*B20250185641*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*4004 COBBLE CT*|**|*PALMDALE*|*CA*|*United States*|*93551*|*4004 COBBLE CT*|**|**|*PALMDALE*|*CA*|*United States*|*93551*|**|**|**|**|**|**|**|*
QILINE INC*|*B20250191882*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*722 E WALNUT ST*|**|*PASADENA*|*CA*|*United States*|*91101*|*722 E WALNUT ST*|**|**|*PASADENA*|*CA*|*United States*|*91101*|**|**|**|**|**|**|**|*
QIN Law Firm, PC*|*B20250190210*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - Professional*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2108 N ST*|*#5208*|*SACRAMENTO*|*CA*|*United States*|*95816*|*2108 N ST*|*#5208*|**|*SACRAMENTO*|*CA*|*United States*|*95816*|**|**|**|**|**|**|**|*
QIN RAPID MOVING INC*|*B20250186681*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251387985*|*Jun 30 2025  3:46PM*|*3425 MOTOR AVE*|*APT 222*|*LOS ANGELES*|*CA*|*United States*|*90034*|*3425 MOTOR AVE*|*APT 222*|**|*LOS ANGELES*|*CA*|*United States*|*90034*|*3425 MOTOR AVE*|*APT 222*|*LOS ANGELES*|*CA*|*United States*|*90034*|**|*RESIDENTIAL MOVING SERVICE
QJ Equipment Rental Inc*|*B20250190726*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251408947*|*Jul  3 2025  8:41AM*|*10888 SAN SEVAINE WAY , STE D , UNIT B*|**|*JURUPA VALLEY*|*CA*|*United States*|*91752*|*10888 SAN SEVAINE WAY , STE D , UNIT B*|**|**|*JURUPA VALLEY*|*CA*|*United States*|*91752*|*10888 SAN SEVAINE WAY , STE D , UNIT B*|**|*JURUPA VALLEY*|*CA*|*United States*|*91752*|**|*Equipment , Truck and Trailer lease or rental
Qs Brush and Hammer LLC*|*B20250188715*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*3090 EAST SLAUSON AVENUE*|**|*HUNTINGTON PARK*|*CA*|*United States*|*90255*|*6710 LIVE OAK STREET*|**|**|*BELL GARDENS*|*CA*|*United States*|*90201*|**|**|**|**|**|**|*All LLC Member(s)*|*
QSZ GROUP LLC*|*B20250190355*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*4510 MISSION STREET*|**|*SAN FRANCISCO*|*CA*|*United States*|*94112*|*4510 MISSION STREET*|**|**|*SAN FRANCISCO*|*CA*|*United States*|*94112*|**|**|**|**|**|**|*All LLC Member(s)*|*
Quality Kare Transit LLC*|*B20250189662*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Name Reservation*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
QUALITY ROOFING PRO INC*|*B20250186980*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2518 VASQUEZ PL*|**|*RIVERSIDE*|*CA*|*United States*|*92507*|*2518 VASQUEZ PL*|**|**|*RIVERSIDE*|*CA*|*United States*|*92507*|**|**|**|**|**|**|**|*
Quantro LLC*|*B20250190232*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251414580*|*Jul  3 2025 10:59PM*|*2108 N STREET*|*STE N*|*SACRAMENTO*|*CA*|*United States*|*95816*|*2108 N STREET*|*STE N*|**|*SACRAMENTO*|*CA*|*United States*|*95816*|**|**|**|**|**|**|*All LLC Member(s)*|*Development and operation of software and mobile apps for nutrition and 
Quantum Unity, Inc*|*B20250193257*|*07/03/2025*|*NEVADA*|*Active*|*Good*|*Stock Corporation - Out of State - Stock*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*20371 IRVINE AVE*|*#160*|*NEWPORT BEACH*|*CA*|*United States*|*92660*|*20371 IRVINE AVE*|*#160*|**|*NEWPORT BEACH*|*CA*|*United States*|*92660*|*20371 IRVINE AVE*|*#160*|*NEWPORT BEACH*|*CA*|*United States*|*92660*|**|*
Quantum Wealth Advisors LLC*|*B20250189135*|*07/01/2025*|*NEVADA*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*504 PLANT STREET*|*119*|*WINTER GARDEN*|*FL*|*United States*|*34787*|*2126 5TH AVE*|**|**|*OROVILLE*|*CA*|*United States*|*96965*|*2126 5TH AVE*|**|*OROVILLE*|*CA*|*United States*|*95965*|**|*
QUEENSVALE INC*|*B20250191791*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251418294*|*Jul  6 2025  3:00PM*|*10801 NATIONAL BLVD STE 350*|**|*LOS ANGELES*|*CA*|*United States*|*90064*|*10801 NATIONAL BLVD STE 350*|**|**|*LOS ANGELES*|*CA*|*United States*|*90064*|*10801 NATIONAL BLVD STE 350*|**|*LOS ANGELES*|*CA*|*United States*|*90064*|**|*Any legal purpose
Questa Prism Tunnel*|*B20250190706*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*14154 ROSCOE BLVD APT 3*|**|*PANORAMA CITY*|*CA*|*United States*|*91402*|*14154 ROSCOE BLVD APT 3*|**|**|*PANORAMA CITY*|*CA*|*United States*|*91402*|**|**|**|**|**|**|**|*
Quick Fix Repair Services LLC*|*B20250192353*|*07/03/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1901 HARDER ROAD*|**|*HAYWARD*|*CA*|*United States*|*94542*|*1901 HARDER ROAD*|*BOX 88*|**|*HAYWARD*|*CA*|*United States*|*94542*|**|**|**|**|**|**|*All LLC Member(s)*|*
QUICK SOLUTION PLUMBING*|*B20250186996*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*6651 CONVERSE AVE*|**|*LOS ANGELES*|*CA*|*United States*|*90001*|*6651 CONVERSE AVE*|**|**|*LOS ANGELES*|*CA*|*United States*|*90001*|**|**|**|**|**|**|**|*
QUIET BOY MOVIE*|*B20250191140*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251406139*|*Jul  2 2025  3:41PM*|*17337 VENTURA BLVD STE 100*|**|*ENCINO*|*CA*|*United States*|*91316*|*17337 VENTURA BLVD STE 100*|**|**|*ENCINO*|*CA*|*United States*|*91316*|*17337 VENTURA BLVD STE 100*|**|*ENCINO*|*CA*|*United States*|*91316*|**|*FILM PRODUCTION
Quiller Farnon Inc*|*B20250192299*|*07/03/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251418836*|*Jul  6 2025  8:47PM*|*5963 LA PLACE CT STE 200*|**|*CARLSBAD*|*CA*|*United States*|*92008*|*5963 LA PLACE CT STE 200*|**|**|*CARLSBAD*|*CA*|*United States*|*92008*|**|**|**|**|**|**|**|*ANY AND ALL LEGAL PURPOSE
Quince Stein Inc*|*B20250192297*|*07/03/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251418826*|*Jul  6 2025  8:47PM*|*6320 CANOGA AVE STE 640*|**|*WOODLAND HILLS*|*CA*|*United States*|*91367*|*6320 CANOGA AVE STE 640*|**|**|*WOODLAND HILLS*|*CA*|*United States*|*91367*|**|**|**|**|**|**|**|*ANY AND ALL LEGAL PURPOSE
Quorum Architects, Inc.*|*B20250184349*|*06/30/2025*|*TEXAS*|*Active*|*Good*|*Stock Corporation - Out of State - Stock*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*825 W. VICKERY BLVD*|*100*|*FORT WORTH*|*TX*|*United States*|*76104*|*825 W VICKERY*|*100*|**|*FORT WORTH*|*TX*|*United States*|*76104*|**|**|**|**|**|**|**|*
R 3 CONCRETE CORP*|*B20250188226*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*12960 DRONFIELD AVE APT 210*|**|*SYLMAR*|*CA*|*United States*|*91342*|*12960 DRONFIELD AVE APT 210*|**|**|*SYLMAR*|*CA*|*United States*|*91342*|**|**|**|**|**|**|**|*
R S R Carrier Inc*|*B20250188462*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*6057 N POLK AVE APT 110*|**|*FRESNO*|*CA*|*United States*|*93722*|*6057 N POLK AVE APT 110*|**|**|*FRESNO*|*CA*|*United States*|*93722*|**|**|**|**|**|**|**|*
R&A Electric INCO.*|*B20250186230*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*27759 VAN BUREN AVE*|**|*MENIFEE*|*CA*|*United States*|*92585*|*27759 VAN BUREN AVE*|**|**|*MENIFEE*|*CA*|*United States*|*92585*|**|**|**|**|**|**|**|*
R&G Smith investments LLC*|*B20250172271*|*07/03/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2108 N ST STE N*|**|*SACRAMENTO*|*CA*|*United States*|*95816*|*2108 N ST STE N*|**|**|*SACRAMENTO*|*CA*|*United States*|*95816*|**|**|**|**|**|**|*All LLC Member(s)*|*
R&N BUILDING MAINTENANCE*|*B20250187761*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251397099*|*Jul  1 2025  2:40PM*|*4153 HAWKINS STREET*|**|*FREMONT*|*CA*|*United States*|*94538*|*4153 HAWKINS STREET*|**|**|*FREMONT*|*CA*|*United States*|*94538*|**|**|**|**|**|**|**|*JANITORIAL SERVICE
R&S LASER TECH LLC*|*B20250187310*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251399894*|*Jul  1 2025  9:07PM*|*4751 OCEANSIDE BLVD*|**|*OCEANSIDE*|*CA*|*United States*|*92056*|*4751 OCEANSIDE BLVD*|**|**|*OCEANSIDE*|*CA*|*United States*|*92056*|**|**|**|**|**|**|*All LLC Member(s)*|*Industrial Maquinary  Sales online.
R&Z Builders*|*B20250189053*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1242 MARSHALL RD*|**|*VACAVILLE*|*CA*|*United States*|*95687*|*1242 MARSHALL RD*|**|**|*VACAVILLE*|*CA*|*United States*|*95687*|**|**|**|**|**|**|**|*
R. Khatibi OT Inc.*|*B20250190949*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Name Reservation*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
R.J. Dano Consulting, LLC*|*B20250190423*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*5425 WEST 138TH PLACE*|**|*HAWTHORNE*|*CA*|*United States*|*90250*|*5425 WEST 138TH PLACE*|**|**|*HAWTHORNE*|*CA*|*United States*|*90250*|**|**|**|**|**|**|*All LLC Member(s)*|*
R.K. Rose, LLC*|*B20250187879*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251418324*|*Jul  6 2025  3:13PM*|*1484 E. MAIN STREET*|**|*VENTURA*|*CA*|*United States*|*93001*|*1484 E. MAIN STREET*|**|**|*VENTURA*|*CA*|*United States*|*93001*|*1484 E. MAIN STREET*|**|*VENTURA*|*CA*|*United States*|*93001*|*One Manager*|*Consulting
R.P ELECTRICAL CORP*|*B20250188235*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*7743 VENTURA CANYON AVE*|**|*PANORAMA CITY*|*CA*|*United States*|*91402*|*7743 VENTURA CANYON AVE*|**|**|*PANORAMA CITY*|*CA*|*United States*|*91402*|**|**|**|**|**|**|**|*
R1 REAL ESTATE INC.*|*B20250190666*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*785 PESTANA AVE*|**|*MANTECA*|*CA*|*United States*|*95336*|*785 PESTANA AVE*|**|**|*MANTECA*|*CA*|*United States*|*95336*|**|**|**|**|**|**|**|*
R3 Proteins, Inc.*|*B20250184923*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*21888 LONE OAK CIRCLE*|**|*SAN JOSE*|*CA*|*United States*|*95120*|*21888 LONE OAK CIRCLE*|**|**|*SAN JOSE*|*CA*|*United States*|*95120*|**|**|**|**|**|**|**|*
RA CYE Show, LLC*|*B20250188113*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*14700 VENTURA BOULEVARD*|**|*SHERMAN OAKS*|*CA*|*United States*|*91403*|*14700 VENTURA BOULEVARD*|**|**|*SHERMAN OAKS*|*CA*|*United States*|*91403*|**|**|**|**|**|**|*One Manager*|*
Racer Software LLC*|*B20250191019*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251405032*|*Jul  2 2025  2:19PM*|*88 OAK RIDGE RD*|**|*BERKELEY*|*CA*|*United States*|*94705*|*88 OAK RIDGE RD*|**|**|*BERKELEY*|*CA*|*United States*|*94705*|*88 OAK RIDGE RD*|**|*BERKELEY*|*CA*|*United States*|*94705*|*One Manager*|*Investment Advice
Raddish Kids Inc.*|*B20250189766*|*07/01/2025*|*DELAWARE*|*Active*|*Good*|*Stock Corporation - Out of State - Stock*|*Foreign*|**|*Good*|*Good*|*Good*|**|*BA20251412480*|*Jul  3 2025  2:28PM*|*2108 N ST*|*STE N*|*SACRAMENTO*|*CA*|*United States*|*95816*|*2108 N ST*|*STE N*|**|*SACRAMENTO*|*CA*|*United States*|*95816*|*2108 N ST*|*STE N*|*SACRAMENTO*|*CA*|*United States*|*95816*|**|*Any lawful purpose
Radical Sovereign Ventures LLC*|*B20250188980*|*07/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*252 PALM VALLEY BLVD*|*APT 205*|*SAN JOSE*|*CA*|*United States*|*95123*|*252 PALM VALLEY BLVD*|*APT 205*|**|*SAN JOSE*|*CA*|*United States*|*95123*|**|**|**|**|**|**|*One Manager*|*
RAFAEL FLOORING CORP*|*B20250188858*|*07/01/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*5509 BONNIE BRAE ST*|**|*MONTCLAIR*|*CA*|*United States*|*91763*|*5509 BONNIE BRAE ST*|**|**|*MONTCLAIR*|*CA*|*United States*|*91763*|**|**|**|**|**|**|**|*
